"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Delaware County, OH"	"39041"	10393	1911651	543.7	609.8	597.8	621.7
	"Erie County, OH"	"39043"	9425	756459	1245.9	847.2	829.4	865.0
	"Fairfield County, OH"	"39045"	12594	1512038	832.9	764.4	750.9	777.9
	"Fayette County, OH"	"39047"	3628	287793	1260.6	1030.2	996.1	1064.2
	"Franklin County, OH"	"39049"	93740	12416683	755.0	828.6	823.2	833.9
	"Fulton County, OH"	"39051"	4206	424531	990.7	780.7	756.6	804.8
	"Gallia County, OH"	"39053"	3743	303637	1232.7	988.7	956.3	1021.1
	"Geauga County, OH"	"39055"	8049	938324	857.8	621.4	607.4	635.5
	"Greene County, OH"	"39057"	14349	1647906	870.7	729.5	717.4	741.7
	"Guernsey County, OH"	"39059"	4694	394368	1190.3	917.5	890.7	944.3
	"Hamilton County, OH"	"39061"	78952	8080601	977.1	839.3	833.4	845.3
	"Hancock County, OH"	"39063"	7421	755531	982.2	780.8	762.7	798.8
	"Hardin County, OH"	"39065"	3200	316507	1011.0	893.7	862.3	925.2
	"Harrison County, OH"	"39067"	2023	154780	1307.0	895.5	855.1	935.9
	"Henry County, OH"	"39069"	2833	277075	1022.5	736.5	708.7	764.4
	"Highland County, OH"	"39071"	4912	431609	1138.1	909.6	883.7	935.6
	"Hocking County, OH"	"39073"	3113	287391	1083.2	885.1	853.3	917.0
	"Holmes County, OH"	"39075"	3160	435282	726.0	719.0	693.7	744.3
	"Huron County, OH"	"39077"	5967	588177	1014.5	863.0	840.8	885.2
	"Jackson County, OH"	"39079"	4144	327243	1266.3	1076.3	1042.9	1109.6
	"Jefferson County, OH"	"39081"	9596	674086	1423.6	980.6	960.2	1001.0
	"Knox County, OH"	"39083"	6150	612229	1004.5	806.8	786.2	827.4
	"Lake County, OH"	"39085"	24433	2297234	1063.6	762.9	753.0	772.7
	"Lawrence County, OH"	"39087"	7909	612147	1292.0	1037.0	1013.7	1060.2
	"Licking County, OH"	"39089"	15864	1707889	928.9	821.5	808.5	834.4
	"Logan County, OH"	"39091"	4921	454914	1081.7	878.0	853.0	903.0
	"Lorain County, OH"	"39093"	30418	3050221	997.2	788.2	779.2	797.3
	"Lucas County, OH"	"39095"	44813	4346808	1030.9	879.2	870.9	887.5
	"Madison County, OH"	"39097"	4088	437777	933.8	861.3	834.6	888.0
	"Mahoning County, OH"	"39099"	30642	2328340	1316.0	859.4	849.3	869.5
	"Marion County, OH"	"39101"	7375	656343	1123.7	907.6	886.5	928.6
	"Medina County, OH"	"39103"	14564	1761101	827.0	699.8	688.3	711.4
	"Meigs County, OH"	"39105"	2865	233345	1227.8	940.2	904.9	975.5
	"Mercer County, OH"	"39107"	4064	409023	993.6	736.2	712.9	759.4
	"Miami County, OH"	"39109"	10663	1042996	1022.3	800.6	785.2	816.1
	"Monroe County, OH"	"39111"	1767	142835	1237.1	809.3	770.3	848.4
	"Montgomery County, OH"	"39113"	60594	5335099	1135.8	883.3	876.1	890.5
	"Morgan County, OH"	"39115"	1720	148148	1161.0	824.4	784.2	864.6
	"Morrow County, OH"	"39117"	3177	350349	906.8	773.6	746.2	801.0
	"Muskingum County, OH"	"39119"	9852	860215	1145.3	896.7	878.6	914.7
	"Noble County, OH"	"39121"	1342	144721	927.3	619.3	583.5	655.2
	"Ottawa County, OH"	"39123"	4855	409934	1184.3	759.1	736.7	781.6
	"Paulding County, OH"	"39125"	1972	190690	1034.1	824.9	787.8	861.9
	"Perry County, OH"	"39127"	3547	360288	984.5	897.7	867.5	927.8
	"Pickaway County, OH"	"39129"	5574	570203	977.5	878.9	855.5	902.2
	"Pike County, OH"	"39131"	3481	282926	1230.4	994.2	960.5	1027.9
	"Portage County, OH"	"39133"	14356	1622104	885.0	798.7	785.4	812.0
	"Preble County, OH"	"39135"	4711	415132	1134.8	899.4	873.2	925.6
	"Putnam County, OH"	"39137"	3089	340867	906.2	698.0	673.0	723.0
	"Richland County, OH"	"39139"	14174	1220029	1161.8	851.3	836.9	865.6
	"Ross County, OH"	"39141"	8473	773891	1094.9	956.0	935.4	976.7
	"Sandusky County, OH"	"39143"	6627	597986	1108.2	840.0	819.3	860.6
	"Scioto County, OH"	"39145"	10081	772322	1305.3	1035.2	1014.6	1055.8
	"Seneca County, OH"	"39147"	5975	557406	1071.9	815.0	793.8	836.2
	"Shelby County, OH"	"39149"	4459	489540	910.9	778.6	755.4	801.9
	"Stark County, OH"	"39151"	42215	3740208	1128.7	811.1	803.1	819.1
	"Summit County, OH"	"39153"	57417	5412618	1060.8	819.2	812.3	826.0
	"Trumbull County, OH"	"39155"	25584	2041156	1253.4	863.0	852.0	874.0
	"Tuscarawas County, OH"	"39157"	10383	924738	1122.8	797.8	782.1	813.6
	"Union County, OH"	"39159"	3673	548159	670.1	756.1	731.2	781.0
	"Van Wert County, OH"	"39161"	3154	284707	1107.8	786.4	758.1	814.7
	"Vinton County, OH"	"39163"	1450	131836	1099.9	955.6	905.1	1006.1
	"Warren County, OH"	"39165"	16501	2232861	739.0	736.5	725.1	747.9
	"Washington County, OH"	"39167"	7351	609737	1205.6	844.4	824.5	864.2
	"Wayne County, OH"	"39169"	11112	1154835	962.2	767.3	752.8	781.8
	"Williams County, OH"	"39171"	4049	371960	1088.6	788.5	763.7	813.4
	"Wood County, OH"	"39173"	10992	1290851	851.5	768.5	753.9	783.1
	"Wyandot County, OH"	"39175"	2453	222811	1100.9	782.1	750.3	813.9
	"Adair County, OK"	"40001"	2417	222248	1087.5	1024.7	983.1	1066.3
	"Alfalfa County, OK"	"40003"	661	57665	1146.3	794.7	732.8	856.5
	"Atoka County, OK"	"40005"	1586	139175	1139.6	902.5	857.1	947.9
	"Beaver County, OK"	"40007"	524	54657	958.7	731.5	666.9	796.0
	"Beckham County, OK"	"40009"	2394	226464	1057.1	993.3	953.1	1033.5
	"Blaine County, OK"	"40011"	1296	99033	1308.7	979.0	923.8	1034.2
	"Bryan County, OK"	"40013"	4958	449597	1102.8	911.4	885.6	937.2
	"Caddo County, OK"	"40015"	3614	293538	1231.2	1053.1	1018.3	1087.9
	"Canadian County, OK"	"40017"	9546	1315887	725.4	782.9	766.9	798.9
	"Carter County, OK"	"40019"	5988	482773	1240.3	1040.0	1013.3	1066.7
	"Cherokee County, OK"	"40021"	4849	482707	1004.5	921.6	895.2	948.1
	"Choctaw County, OK"	"40023"	2158	149928	1439.4	1073.1	1026.3	1119.9
	"Cimarron County, OK"	"40025"	298	22798	1307.1	800.9	703.3	898.6
	"Cleveland County, OK"	"40027"	19130	2720359	703.2	755.4	744.6	766.3
	"Coal County, OK"	"40029"	847	57449	1474.4	1058.7	984.4	1132.9
	"Comanche County, OK"	"40031"	10093	1235754	816.7	894.2	876.6	911.8
	"Cotton County, OK"	"40033"	776	60031	1292.7	1000.9	928.6	1073.3
	"Craig County, OK"	"40035"	1992	146322	1361.4	1005.0	959.8	1050.1
	"Creek County, OK"	"40037"	8305	709221	1171.0	955.1	934.1	976.0
	"Custer County, OK"	"40039"	2988	288508	1035.7	956.0	921.1	990.9
	"Delaware County, OK"	"40041"	5300	418785	1265.6	872.3	847.5	897.0
	"Dewey County, OK"	"40043"	677	48695	1390.3	1012.4	933.4	1091.4
	"Ellis County, OK"	"40045"	546	40714	1341.1	911.3	830.8	991.8
	"Garfield County, OK"	"40047"	6901	617519	1117.5	901.3	879.6	923.0
	"Garvin County, OK"	"40049"	3688	276244	1335.1	1054.5	1019.8	1089.3
	"Grady County, OK"	"40051"	5434	541739	1003.1	900.4	876.1	924.8
	"Grant County, OK"	"40053"	629	44699	1407.2	912.4	837.2	987.6
	"Greer County, OK"	"40055"	752	60212	1248.9	874.4	810.1	938.7
	"Harmon County, OK"	"40057"	324	27912	1160.8	851.9	754.6	949.3
	"Harper County, OK"	"40059"	411	37445	1097.6	768.9	692.2	845.7
	"Haskell County, OK"	"40061"	1632	128115	1273.9	944.7	897.4	992.0
	"Hughes County, OK"	"40063"	1929	136528	1412.9	1049.5	1001.5	1097.5
	"Jackson County, OK"	"40065"	2613	256891	1017.2	932.8	896.7	968.9
	"Jefferson County, OK"	"40067"	941	62893	1496.2	1062.8	992.5	1133.1
	"Johnston County, OK"	"40069"	1390	110353	1259.6	1026.3	970.8	1081.7
	"Kay County, OK"	"40071"	5868	452215	1297.6	957.8	932.6	983.1
	"Kingfisher County, OK"	"40073"	1556	154532	1006.9	831.8	789.9	873.6
	"Kiowa County, OK"	"40075"	1404	91400	1536.1	1178.6	1114.8	1242.4
	"Latimer County, OK"	"40077"	1363	106408	1280.9	902.9	853.0	952.8
	"Le Flore County, OK"	"40079"	6158	499462	1232.9	1018.6	992.7	1044.5
	"Lincoln County, OK"	"40081"	3823	346697	1102.7	905.5	876.1	934.9
	"Logan County, OK"	"40083"	3611	452381	798.2	719.6	695.7	743.4
	"Love County, OK"	"40085"	1125	98170	1146.0	913.0	858.3	967.6
	"McClain County, OK"	"40087"	3501	375728	931.8	898.1	867.8	928.5
	"McCurtain County, OK"	"40089"	4124	329877	1250.2	1035.6	1003.4	1067.9
	"McIntosh County, OK"	"40091"	3074	200735	1531.4	974.0	937.2	1010.8
	"Major County, OK"	"40093"	953	76809	1240.7	869.7	812.3	927.0
	"Marshall County, OK"	"40095"	1952	162610	1200.4	857.8	818.2	897.3
	"Mayes County, OK"	"40097"	4804	410371	1170.6	970.9	942.8	999.0
	"Murray County, OK"	"40099"	1893	137970	1372.0	1020.4	973.2	1067.5
	"Muskogee County, OK"	"40101"	9081	697479	1302.0	1092.8	1070.0	1115.7
	"Noble County, OK"	"40103"	1365	114236	1194.9	902.6	853.7	951.5
	"Nowata County, OK"	"40105"	1351	104413	1293.9	940.6	889.3	991.9
	"Okfuskee County, OK"	"40107"	1771	122039	1451.2	1191.7	1135.3	1248.1
	"Oklahoma County, OK"	"40109"	70609	7652053	922.7	904.5	897.7	911.2
	"Okmulgee County, OK"	"40111"	5048	392294	1286.8	1024.7	995.7	1053.6
	"Osage County, OK"	"40113"	4555	475685	957.6	752.0	729.5	774.5
	"Ottawa County, OK"	"40115"	4314	317580	1358.4	1061.7	1029.3	1094.1
	"Pawnee County, OK"	"40117"	2125	164854	1289.0	1017.8	973.4	1062.1
	"Payne County, OK"	"40119"	5666	800447	707.9	784.1	763.4	804.9
	"Pittsburg County, OK"	"40121"	6016	446337	1347.9	1021.7	995.2	1048.2
	"Pontotoc County, OK"	"40123"	4283	380525	1125.6	960.2	931.0	989.4
	"Pottawatomie County, OK"	"40125"	8185	715113	1144.6	1006.1	984.0	1028.2
	"Pushmataha County, OK"	"40127"	1621	112301	1443.4	984.9	934.4	1035.3
	"Roger Mills County, OK"	"40129"	365	37010	986.2	712.7	637.5	788.0
	"Rogers County, OK"	"40131"	8360	900292	928.6	830.6	812.6	848.7
	"Seminole County, OK"	"40133"	3420	251540	1359.6	1090.1	1052.8	1127.4
	"Sequoyah County, OK"	"40135"	5081	415153	1223.9	1021.9	993.2	1050.5
	"Stephens County, OK"	"40137"	5722	442847	1292.1	951.6	926.3	976.9
	"Texas County, OK"	"40139"	1674	211309	792.2	893.0	849.8	936.3
	"Tillman County, OK"	"40141"	962	76225	1262.1	930.8	870.7	991.0
	"Tulsa County, OK"	"40143"	57368	6308185	909.4	857.5	850.4	864.6
	"Wagoner County, OK"	"40145"	6166	767909	803.0	770.6	750.9	790.4
	"Washington County, OK"	"40147"	6196	517009	1198.4	839.6	818.0	861.2
	"Washita County, OK"	"40149"	1407	114335	1230.6	919.7	869.9	969.4
	"Woods County, OK"	"40151"	1025	90040	1138.4	858.5	803.7	913.3
	"Woodward County, OK"	"40153"	1903	206678	920.8	845.2	806.9	883.5
	"Baker County, OR"	"41001"	2102	160352	1310.9	785.4	749.7	821.1
	"Benton County, OR"	"41003"	5685	883906	643.2	578.1	562.7	593.5
	"Clackamas County, OR"	"41005"	32648	3979802	820.3	661.2	653.9	668.5
	"Clatsop County, OR"	"41007"	3930	381844	1029.2	760.0	735.4	784.7
	"Columbia County, OR"	"41009"	4425	503740	878.4	719.5	697.8	741.3
	"Coos County, OR"	"41011"	8903	632771	1407.0	863.1	844.2	882.0
	"Crook County, OR"	"41013"	2479	219953	1127.1	739.0	708.4	769.6
	"Curry County, OR"	"41015"	3776	225315	1675.9	834.6	804.5	864.6
	"Deschutes County, OR"	"41017"	14140	1749828	808.1	641.7	630.9	652.5
	"Douglas County, OR"	"41019"	14492	1083043	1338.1	815.5	801.4	829.6
	"Gilliam County, OR"	"41021"	199	19014	1046.6	597.7	503.1	692.3
	"Grant County, OR"	"41023"	872	72543	1202.0	636.6	590.2	682.9
	"Harney County, OR"	"41025"	843	72782	1158.3	782.9	727.4	838.5
	"Hood River County, OR"	"41027"	1818	229539	792.0	670.5	639.1	701.9
	"Jackson County, OR"	"41029"	23174	2120353	1092.9	739.1	729.2	748.9
	"Jefferson County, OR"	"41031"	2008	226931	884.9	778.9	743.6	814.1
	"Josephine County, OR"	"41033"	12067	847416	1424.0	843.0	826.9	859.1
	"Klamath County, OR"	"41035"	7658	665241	1151.2	867.1	847.1	887.2
	"Lake County, OR"	"41037"	934	78509	1189.7	761.4	710.2	812.5
	"Lane County, OR"	"41039"	34746	3643062	953.8	732.1	724.2	740.0
	"Lincoln County, OR"	"41041"	5931	473988	1251.3	778.7	757.4	800.1
	"Linn County, OR"	"41043"	12444	1216802	1022.7	802.8	788.4	817.2
	"Malheur County, OR"	"41045"	3052	306444	995.9	807.0	777.9	836.1
	"Marion County, OR"	"41047"	27167	3306904	821.5	727.0	718.2	735.8
	"Morrow County, OR"	"41049"	799	112714	708.9	673.5	625.7	721.3
	"Multnomah County, OR"	"41051"	56447	7807818	723.0	729.7	723.5	735.9
	"Polk County, OR"	"41053"	6681	798688	836.5	661.9	645.8	678.1
	"Sherman County, OR"	"41055"	185	17292	1069.9	608.0	513.8	702.2
	"Tillamook County, OR"	"41057"	2914	258908	1125.5	728.1	700.3	756.0
	"Umatilla County, OR"	"41059"	6534	768297	850.5	770.7	751.8	789.7
	"Union County, OR"	"41061"	2711	260036	1042.5	737.6	708.8	766.5
	"Wallowa County, OR"	"41063"	876	69595	1258.7	678.3	629.4	727.2
	"Wasco County, OR"	"41065"	3192	258440	1235.1	839.3	809.0	869.6
	"Washington County, OR"	"41067"	32217	5681135	567.1	580.9	574.5	587.4
	"Wheeler County, OR"	"41069"	192	13804	1390.9	636.0	536.4	735.6
	"Yamhill County, OR"	"41071"	8950	1029449	869.4	707.0	692.0	721.9
	"Adams County, PA"	"42001"	10136	1020214	993.5	711.9	697.7	726.1
	"Allegheny County, PA"	"42003"	137042	12255903	1118.2	777.8	773.5	782.1
	"Armstrong County, PA"	"42005"	8481	670988	1264.0	823.9	805.6	842.2
	"Beaver County, PA"	"42007"	21418	1681816	1273.5	821.2	809.7	832.7
	"Bedford County, PA"	"42009"	5668	488281	1160.8	755.7	735.2	776.1
	"Berks County, PA"	"42011"	38679	4154176	931.1	724.0	716.6	731.4
	"Blair County, PA"	"42013"	16009	1251599	1279.1	845.5	831.9	859.1
	"Bradford County, PA"	"42015"	6879	616491	1115.8	774.0	755.1	792.9
	"Bucks County, PA"	"42017"	58461	6271389	932.2	693.1	687.3	698.9
	"Butler County, PA"	"42019"	19439	1861613	1044.2	755.7	744.8	766.7
	"Cambria County, PA"	"42021"	18585	1373341	1353.3	850.3	837.4	863.3
	"Cameron County, PA"	"42023"	632	47665	1325.9	713.8	653.7	773.9
	"Carbon County, PA"	"42025"	8042	644452	1247.9	861.1	841.7	880.6
	"Centre County, PA"	"42027"	9531	1587922	600.2	588.3	576.3	600.2
	"Chester County, PA"	"42029"	38407	5130189	748.6	631.5	625.1	637.9
	"Clarion County, PA"	"42031"	4194	391309	1071.8	797.3	772.6	822.1
	"Clearfield County, PA"	"42033"	9443	806554	1170.8	795.6	779.0	812.1
	"Clinton County, PA"	"42035"	4065	392650	1035.3	778.8	754.4	803.3
	"Columbia County, PA"	"42037"	6941	665021	1043.7	770.1	751.4	788.8
	"Crawford County, PA"	"42039"	9998	868246	1151.5	850.9	833.8	868.0
	"Cumberland County, PA"	"42041"	23148	2446589	946.1	694.2	685.0	703.3
	"Dauphin County, PA"	"42043"	24888	2726928	912.7	749.9	740.4	759.3
	"Delaware County, PA"	"42045"	54874	5627994	975.0	759.4	752.8	765.9
	"Elk County, PA"	"42047"	3871	309548	1250.5	787.0	761.0	813.1
	"Erie County, PA"	"42049"	28726	2771516	1036.5	801.6	792.0	811.1
	"Fayette County, PA"	"42051"	18050	1335028	1352.0	906.4	892.7	920.2
	"Forest County, PA"	"42053"	876	74675	1173.1	849.8	789.9	909.7
	"Franklin County, PA"	"42055"	15094	1528266	987.7	707.7	696.2	719.3
	"Fulton County, PA"	"42057"	1547	146632	1055.0	800.2	759.2	841.2
	"Greene County, PA"	"42059"	4462	375300	1188.9	911.9	884.6	939.3
	"Huntingdon County, PA"	"42061"	4600	456280	1008.2	742.5	720.6	764.5
	"Indiana County, PA"	"42063"	9041	868704	1040.7	777.2	760.6	793.8
	"Jefferson County, PA"	"42065"	5618	443917	1265.6	833.5	810.9	856.0
	"Juniata County, PA"	"42067"	2508	247085	1015.0	707.4	678.9	735.9
	"Lackawanna County, PA"	"42069"	26766	2124196	1260.1	844.8	834.3	855.4
	"Lancaster County, PA"	"42071"	48835	5340090	914.5	673.3	667.2	679.4
	"Lawrence County, PA"	"42073"	11674	883759	1320.9	833.4	817.4	849.4
	"Lebanon County, PA"	"42075"	14549	1373766	1059.1	730.2	718.0	742.5
	"Lehigh County, PA"	"42077"	33592	3598348	933.5	717.4	709.5	725.2
	"Luzerne County, PA"	"42079"	40575	3188766	1272.4	856.3	847.7	865.0
	"Lycoming County, PA"	"42081"	12715	1155388	1100.5	781.7	767.7	795.7
	"Mc Kean County, PA"	"42083"	5234	422550	1238.7	866.1	842.0	890.2
	"Mercer County, PA"	"42085"	14471	1137581	1272.1	807.2	793.4	821.1
	"Mifflin County, PA"	"42087"	5405	465071	1162.2	767.4	746.2	788.6
	"Monroe County, PA"	"42089"	14089	1682303	837.5	744.8	732.2	757.4
	"Montgomery County, PA"	"42091"	74349	8168360	910.2	656.5	651.7	661.4
	"Montour County, PA"	"42093"	2257	183743	1228.3	759.6	726.6	792.5
	"Northampton County, PA"	"42095"	29474	3012527	978.4	686.0	677.9	694.1
	"Northumberland County, PA"	"42097"	11738	931276	1260.4	820.6	805.2	836.0
	"Perry County, PA"	"42099"	4462	458951	972.2	827.5	802.6	852.3
	"Philadelphia County, PA"	"42101"	142851	15607925	915.2	875.3	870.7	879.9
	"Pike County, PA"	"42103"	4946	562846	878.7	645.1	626.4	663.7
	"Potter County, PA"	"42105"	2085	171118	1218.5	764.1	729.7	798.5
	"Schuylkill County, PA"	"42107"	19482	1449740	1343.8	898.0	884.9	911.1
	"Snyder County, PA"	"42109"	3527	402006	877.4	665.3	642.9	687.7
	"Somerset County, PA"	"42111"	9713	757325	1282.5	799.2	782.6	815.9
	"Sullivan County, PA"	"42113"	1045	62749	1665.4	925.2	863.7	986.7
	"Susquehanna County, PA"	"42115"	4852	417880	1161.1	796.9	773.6	820.3
	"Tioga County, PA"	"42117"	4561	417205	1093.2	760.0	737.3	782.7
	"Union County, PA"	"42119"	3742	449309	832.8	606.4	586.5	626.3
	"Venango County, PA"	"42121"	6542	530772	1232.5	812.2	791.7	832.6
	"Warren County, PA"	"42123"	5015	404759	1239.0	781.2	758.7	803.6
	"Washington County, PA"	"42125"	25500	2078962	1226.6	829.2	818.7	839.8
	"Wayne County, PA"	"42127"	6080	516480	1177.2	800.5	779.7	821.3
	"Westmoreland County, PA"	"42129"	44831	3580343	1252.1	782.4	774.8	790.0
	"Wyoming County, PA"	"42131"	3088	277424	1113.1	834.0	803.7	864.4
	"York County, PA"	"42133"	39952	4419328	904.0	729.4	722.2	736.7
	"Bristol County, RI"	"44001"	5059	491290	1029.7	642.3	623.6	660.9
	"Kent County, RI"	"44003"	17422	1648027	1057.1	739.8	728.5	751.2
	"Newport County, RI"	"44005"	8050	825665	975.0	637.8	623.3	652.2
	"Providence County, RI"	"44007"	56445	6321791	892.9	725.1	718.9	731.2
	"Washington County, RI"	"44009"	11494	1263111	910.0	650.1	637.8	662.5
	"Abbeville County, SC"	"45001"	2925	249245	1173.5	864.8	832.4	897.2
	"Aiken County, SC"	"45003"	17142	1654261	1036.2	827.4	814.8	840.1
	"Allendale County, SC"	"45005"	1191	95193	1251.1	1038.3	977.7	1098.9
	"Anderson County, SC"	"45007"	21151	1941480	1089.4	893.7	881.4	905.9
	"Bamberg County, SC"	"45009"	1893	150373	1258.9	939.3	895.0	983.6
	"Barnwell County, SC"	"45011"	2600	217800	1193.8	999.4	960.0	1038.7
	"Beaufort County, SC"	"45013"	14846	1773075	837.3	561.0	551.5	570.5
	"Berkeley County, SC"	"45015"	13755	2023993	679.6	758.5	745.3	771.6
	"Calhoun County, SC"	"45017"	1720	148517	1158.1	842.4	800.9	883.8
	"Charleston County, SC"	"45019"	31015	3831388	809.5	731.0	722.7	739.3
	"Cherokee County, SC"	"45021"	6263	562776	1112.9	981.3	956.6	1006.0
	"Chester County, SC"	"45023"	4073	324761	1254.2	1012.5	980.7	1044.4
	"Chesterfield County, SC"	"45025"	5099	461098	1105.8	954.4	927.6	981.3
	"Clarendon County, SC"	"45027"	3928	341750	1149.4	862.2	834.1	890.4
	"Colleton County, SC"	"45029"	5153	379817	1356.7	1068.1	1038.0	1098.2
	"Darlington County, SC"	"45031"	8312	676320	1229.0	1017.3	994.9	1039.7
	"Dillon County, SC"	"45033"	3710	311458	1191.2	1049.2	1014.8	1083.6
	"Dorchester County, SC"	"45035"	10524	1499972	701.6	776.3	761.0	791.6
	"Edgefield County, SC"	"45037"	2188	266868	819.9	695.8	665.9	725.8
	"Fairfield County, SC"	"45039"	2874	229731	1251.0	982.9	945.5	1020.3
	"Florence County, SC"	"45041"	15095	1382912	1091.5	981.7	965.7	997.6
	"Georgetown County, SC"	"45043"	7428	610784	1216.1	820.8	800.8	840.7
	"Greenville County, SC"	"45045"	41394	4872368	849.6	781.5	773.9	789.1
	"Greenwood County, SC"	"45047"	7500	700373	1070.9	834.0	814.7	853.3
	"Hampton County, SC"	"45049"	2287	201596	1134.4	966.2	925.9	1006.5
	"Horry County, SC"	"45051"	32506	3079435	1055.6	817.1	807.8	826.4
	"Jasper County, SC"	"45053"	2355	273395	861.4	774.7	742.6	806.9
	"Kershaw County, SC"	"45055"	6492	636869	1019.4	854.2	833.0	875.5
	"Lancaster County, SC"	"45057"	8476	858645	987.1	798.0	780.5	815.4
	"Laurens County, SC"	"45059"	8309	666785	1246.1	987.8	966.1	1009.6
	"Lee County, SC"	"45061"	2346	180391	1300.5	1078.7	1034.0	1123.4
	"Lexington County, SC"	"45063"	23762	2804019	847.4	795.5	785.2	805.8
	"McCormick County, SC"	"45065"	1329	97771	1359.3	871.7	818.7	924.7
	"Marion County, SC"	"45067"	4232	318832	1327.3	1084.3	1050.6	1118.0
	"Marlboro County, SC"	"45069"	3459	275294	1256.5	1096.2	1058.9	1133.5
	"Newberry County, SC"	"45071"	4325	379648	1139.2	872.4	845.7	899.1
	"Oconee County, SC"	"45073"	8805	760813	1157.3	841.7	823.4	860.1
	"Orangeburg County, SC"	"45075"	10580	894615	1182.6	960.5	941.6	979.3
	"Pickens County, SC"	"45077"	11736	1218519	963.1	861.6	845.8	877.4
	"Richland County, SC"	"45079"	29451	4026799	731.4	807.8	798.4	817.2
	"Saluda County, SC"	"45081"	2127	201486	1055.7	794.3	759.8	828.9
	"Spartanburg County, SC"	"45083"	30019	2983723	1006.1	905.0	894.6	915.4
	"Sumter County, SC"	"45085"	10892	1073966	1014.2	912.9	895.6	930.3
	"Union County, SC"	"45087"	3884	279511	1389.6	1040.6	1007.0	1074.2
	"Williamsburg County, SC"	"45089"	4159	324486	1281.7	1004.4	972.9	1035.9
	"York County, SC"	"45091"	19981	2507202	796.9	817.9	806.3	829.5
	"Aurora County, SD"	"46003"	290	27370	1059.6	643.2	566.5	719.9
	"Beadle County, SD"	"46005"	1920	180916	1061.3	734.1	699.7	768.4
	"Bennett County, SD"	"46007"	351	34360	1021.5	1048.8	937.3	1160.4
	"Bon Homme County, SD"	"46009"	768	69985	1097.4	608.3	561.9	654.7
	"Brookings County, SD"	"46011"	1928	335698	574.3	630.1	601.4	658.7
	"Brown County, SD"	"46013"	3736	382245	977.4	691.2	668.1	714.2
	"Brule County, SD"	"46015"	546	52863	1032.9	691.9	630.8	753.1
	"Buffalo County, SD"	"46017"	205	20156	1017.1	1493.9	1274.7	1713.1
	"Butte County, SD"	"46019"	1092	102471	1065.7	781.0	733.3	828.7
	"Campbell County, SD"	"46021"	150	13916	1077.9	595.8	480.3	711.2
	"Charles Mix County, SD"	"46023"	1032	92918	1110.7	811.7	759.3	864.0
	"Clark County, SD"	"46025"	461	36617	1259.0	718.3	648.6	787.9
	"Clay County, SD"	"46027"	1008	140064	719.7	774.5	725.4	823.5
	"Codington County, SD"	"46029"	2425	278191	871.7	652.4	625.8	679.1
	"Corson County, SD"	"46031"	469	41329	1134.8	1296.6	1176.5	1416.7
	"Custer County, SD"	"46033"	923	85237	1082.9	657.1	611.0	703.2
	"Davison County, SD"	"46035"	2156	197662	1090.8	716.7	684.6	748.9
	"Day County, SD"	"46037"	756	55808	1354.6	713.3	656.9	769.6
	"Deuel County, SD"	"46039"	439	43268	1014.6	617.7	557.5	678.0
	"Dewey County, SD"	"46041"	605	56566	1069.5	1294.3	1189.1	1399.5
	"Douglas County, SD"	"46043"	444	29636	1498.2	671.4	599.0	743.8
	"Edmunds County, SD"	"46045"	442	39751	1111.9	611.7	551.0	672.3
	"Fall River County, SD"	"46047"	1175	68604	1712.7	929.7	871.7	987.8
	"Faulk County, SD"	"46049"	303	23500	1289.4	633.7	555.3	712.1
